State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Workers,Male_Workers,Female_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Television,Ownership_Owned_Households,Ownership_Rented_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Total_Power_Parity
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,1252319,739239,513080,258859,24228,776228,624704,151524,1608921,442355,6192,6353,490,25312,403294,9631,31961,488293,250982,739275,246956,469402,141345,157284,61366,60386,14062,1150801,581952,1732753,1278604,524052,286086,250397,328271,83137,25293,53172,78465,60591,229277,87578,81108,115066,21953,53492,311387,54655,9873,11511,1347,291,67208,4146
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,1660243,942480,717763,115631,40336,933983,674586,259397,2000884,264482,26629,1403,300,3479,372226,5710,24502,461479,160547,622026,295057,641541,250044,310341,148530,84223,19498,1749234,482078,2231312,1260660,628221,388646,171342,429236,22358,19249,42567,61816,52793,244695,99926,91976,127957,27666,70641,282924,98196,25028,28407,2852,527,52607,4252
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,1502645,847499,655146,162288,9392,812064,588699,223365,1885732,136431,1954,1082,146,7087,385609,7759,33731,476005,183738,659743,260278,467128,183468,266108,139208,130723,27391,1474304,434497,1908801,1119451,554432,357578,245131,371860,43193,18735,40893,59628,47276,232736,95739,89721,114271,19272,23529,277438,81587,16859,18980,1876,245,47902,3648
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,370336,211767,158569,8733,481392,294795,174282,120513,559848,22600,4413,147,80,373,101940,576,4081,138121,22248,160369,76197,146661,58188,52687,28396,14748,3451,380328,192780,573108,336830,157910,93466,31194,115602,4801,5372,13957,19329,13858,62416,23725,24833,34560,5734,20016,81228,23578,3599,4026,365,62,13207,979
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,1001909,539471,462438,35464,639659,591834,407881,183953,1225087,78669,5733,2459,601,13386,267679,6726,24397,267739,141417,409156,145678,266733,140235,190861,112460,85041,26012,967020,261956,1228976,673014,390349,258957,153431,262571,25882,13415,29950,43365,41648,177608,78432,57528,61357,11846,36228,193250,49856,9119,10519,1213,187,40551,3256
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,1440805,858054,582751,100446,721604,1097507,673565,423942,2220974,158513,2863,662,337,5236,398937,3456,19753,463363,104238,567601,255905,601358,205420,283648,139773,71810,17958,1575872,781582,2357454,1421859,599925,363391,90896,425072,15044,16379,37573,53952,43567,206091,78388,84136,145983,40720,113188,276193,99169,21312,25136,3232,592,46248,3981
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,837913,494631,343282,123408,13303,554830,383074,171756,1194745,142797,916,337,66,3602,223424,2231,12870,301483,102655,404138,168990,364667,78731,129584,57494,46355,11111,856932,452891,1309823,786357,341381,213465,108006,245138,19197,10572,24509,35081,28077,135333,51706,55550,83195,15565,27510,180187,48611,9905,11483,1328,250,28893,2199
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,393678,221621,172057,51830,13039,231169,174118,57051,549749,33565,500,248,91,515,117040,1653,5639,96015,87557,183572,50588,150643,71637,63458,25119,22458,5260,389163,137119,526282,314886,163777,105638,80820,103353,16208,5244,12192,17436,15729,71173,29784,25660,30207,5953,21248,86848,18529,4023,4720,591,106,14672,1463
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,2725056,1514075,1210981,290169,24017,1479050,1159480,319570,3397406,361388,5478,1918,1170,33591,747352,21785,67370,459474,721532,1181006,383780,913928,402240,540278,204306,266295,29924,2740751,738660,3479411,2080568,1052871,659576,571843,644828,111779,24044,70528,94572,100983,446694,189220,156491,199955,41410,62687,530055,143427,30574,35598,4248,776,73551,8498
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,1578734,918625,660109,187685,542156,1084878,681435,403443,2260560,148563,6375,614,168,11110,438606,5262,25425,544024,121509,665533,214062,597667,211423,333650,198963,110817,24745,1691327,665058,2356385,1393131,630963,400905,180909,450063,22065,17669,39155,56824,49284,247442,98430,99728,145124,29107,80022,307792,102115,19061,21195,1883,251,47395,3934
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,4571410,2687468,1883942,158115,856952,2553542,2142819,410723,5260193,660772,21052,5703,12902,112835,1252452,55694,149331,369840,1529998,1899838,566242,1332690,807021,896927,433651,379505,79862,4495898,942150,5438048,3563443,1740746,723415,788447,788508,478407,48229,126211,174440,193437,788695,340984,254274,276610,59925,62145,854742,178819,42215,49399,6081,1103,216710,16368
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,1093626,643221,450405,179461,21453,723500,504038,219462,1620282,109681,1419,512,312,22992,302068,2975,15309,340788,159810,500598,234873,482679,165406,172947,61164,58389,14501,1189959,493427,1683386,1033435,439352,280582,177591,306924,26468,13171,33356,46527,32661,166727,64199,69867,105628,23455,68545,232100,62623,13614,15812,1825,373,31802,3227
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,140968,77314,63654,992,216073,118257,61329,56928,203545,3593,20029,69,32,39,29794,137,1393,52102,7516,59618,43639,59954,17736,14872,7560,3490,2215,149466,91160,240626,146095,51821,30027,9262,46314,1291,1167,4199,5366,4086,21667,7676,9905,17224,4191,19727,32924,10092,1630,1847,193,24,3585,325
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,2893080,1614087,1278993,221629,1149901,1693473,1233312,460161,3713941,384579,23813,9340,2069,27650,798277,53606,117818,547454,692971,1240425,396624,865726,457662,504732,268451,314960,60177,2868332,910219,3778551,2213474,1190041,733710,497049,771779,88479,35169,87480,122649,124359,502358,212808,165191,206020,49094,94469,566507,172826,36738,42196,4634,824,98592,9753
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,1170657,655528,515129,38237,902794,743245,516188,227057,1571147,94034,19661,1589,913,13809,329218,11020,31285,262410,235981,498391,165459,303197,171712,212318,123281,90912,26987,1093866,405928,1499794,944532,485874,259906,188248,297911,58586,15275,35681,50956,51136,208732,88946,68650,84074,18166,69975,240251,59697,11282,13020,1482,256,48960,3316
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,461288,356737,296246,0,372139,320120,52019,955096,22143,3705,138202,381,4845,199681,12899,32767,175365,139891,315256,89558,170110,161844,163544,97980,91472,18727,793235,222031,1015266,617859,308126,201685,172034,183898,18611,5230,13528,18758,22812,120894,51168,46914,54266,14153,4947,136640,39766,10339,12555,1841,375,19110,2781
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,1069871,643158,426713,341162,0,623006,430678,192328,1611031,15515,873,2401,254,1016,266244,5292,25236,357047,99235,456282,186145,223049,198307,218631,148995,104875,13786,1093788,459364,1553152,964960,405760,261428,176336,293443,11408,5367,16409,21776,30859,175604,75191,69554,88960,22472,60002,198703,58683,17581,20686,2605,500,30740,3349
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,1272739,734940,537799,223799,0,579229,476933,102296,1588407,161680,9743,34572,640,4883,333171,43437,82673,87700,382981,470681,137902,220384,198551,282666,178846,259933,27864,1306146,346567,1652713,1095602,481318,231029,279652,276186,69917,10026,24687,34713,42722,201457,84281,74454,94686,22210,34162,244743,54372,14109,17481,2764,608,36470,5080
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,557578,327471,230107,284357,0,369083,263498,105585,779243,8360,996,150969,171,1172,153301,3210,13142,203020,55360,258380,103541,136663,99948,93526,61476,37741,9504,542399,344534,886933,555745,237009,147469,107042,162708,8832,3026,9731,12757,17216,99951,41231,41504,51558,11828,13305,118034,32676,8838,10397,1302,257,14987,1854
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,1111116,638666,472450,197937,0,544716,432456,112260,1408801,70842,9725,15097,944,7451,305751,67087,102343,141703,381988,523691,126920,177453,175370,219200,150120,233402,41366,1123831,263720,1387551,875531,428101,210307,248024,211728,98060,15610,33002,48612,48505,189075,81885,58685,66325,16630,19329,211628,46969,13062,16024,2427,535,46021,3107
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,1114311,670200,444111,408785,0,691621,488321,203300,1701061,21650,1945,12270,334,3620,285004,10132,33400,302013,154113,456126,197303,230074,194595,202792,144626,105346,19031,1093767,505251,1599018,1017830,456536,265109,202588,295628,23078,5846,17116,22962,32391,188751,80345,76015,91914,21419,53834,215575,60114,16187,18978,2326,465,30379,3642
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,676091,399480,276611,170448,0,326534,250020,76514,945693,8247,734,1042,105,645,168558,5034,19241,211816,78328,290144,90737,109829,115794,145258,97457,58826,9387,627288,201028,828316,549975,245095,162356,128007,168223,12154,3807,10084,13891,19716,105616,45175,40725,50636,13257,32772,114239,35840,9978,11871,1604,289,21450,2169
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,832758,502049,330709,282351,0,523422,368277,155145,1276669,23016,889,29103,172,2594,222462,5263,23750,278335,89665,368000,136892,185626,151682,154773,107994,64599,14277,815843,419624,1235467,784085,335704,213478,160742,227870,12316,4228,13046,17274,23783,134056,55033,55240,73299,19953,50863,153267,48467,13086,15718,2146,486,27130,2674
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,646529,385782,260747,247513,0,373899,292696,81203,974520,8232,1769,87558,265,351,187349,3724,15301,231091,75696,306787,119345,158239,124682,117753,82297,51043,9111,662470,369869,1032339,630194,265813,176320,140195,189832,7550,3676,11442,15118,19624,111504,45618,46262,59344,14255,25152,128054,39137,9894,11896,1683,319,21134,2046
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,978013,564516,413497,339604,0,516062,411646,104416,1341002,31650,2049,126207,532,1516,267223,11163,29253,292682,135920,428602,155839,231354,188040,183590,124790,101387,19186,1004186,429220,1433406,884972,380409,234684,215813,258981,19328,5761,17461,23222,29082,161777,66304,66391,81876,17676,14402,189917,52737,12985,15700,2215,500,26197,3368
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,646893,370828,276065,215128,0,336780,268556,68224,805175,15970,1943,140395,214,375,171908,7356,21951,203553,88268,291821,94530,145392,118107,120790,81964,71007,10999,642789,266638,909427,552034,250830,160216,143316,162147,13063,3540,11148,14688,18809,104115,43935,41371,48824,11764,6569,115218,33776,9014,10985,1618,353,19412,2137
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,630255,380440,249815,156314,0,338584,232935,105649,913251,5660,301,1737,75,644,135455,2624,13908,223726,44216,267942,94273,135849,126291,132765,94245,60296,10353,654072,245602,899674,530000,229392,161258,88012,162961,3691,2971,8947,11918,17146,91491,39036,35309,49530,15586,32687,100023,37004,13048,15919,2295,576,15579,1894
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,405318,229862,175456,101830,0,211479,164865,46614,490702,23451,2583,40951,1008,1626,103455,18615,32174,70895,93656,164551,45607,73584,60177,69163,48306,83256,8466,388559,119222,507781,309078,157076,93606,88378,78722,24115,4053,9104,13157,14305,65612,28779,22528,25585,5882,5755,74902,18116,4455,5295,680,160,11923,1445
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,786599,464136,322463,206213,0,412318,328667,83651,1083936,86622,2261,25064,289,4647,209965,10024,26719,173502,153804,327306,118873,170565,143466,141473,91756,75774,10977,752884,296212,1049096,739075,298764,167244,162321,182191,32473,4783,13209,17992,23156,123573,50265,50152,65067,13756,17950,152367,37420,8949,10817,1543,325,19784,2559
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,636947,375453,261494,182606,0,337727,235326,102401,889133,5713,701,1804,202,1525,152651,5121,18092,199449,69305,268754,81280,120860,122617,139646,95807,65143,9820,635173,206827,842000,518747,230704,150557,108753,156650,9969,3879,10224,14103,18914,97233,42148,36171,45917,11875,18637,105725,34760,10257,12265,1655,353,16378,1979
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,747582,436025,311557,216889,0,345967,272646,73321,1043887,8185,732,3916,200,3491,193120,8482,27225,175203,131739,306942,117097,150903,140782,168499,109596,100346,21134,808357,248795,1057152,605741,269354,185685,150160,185204,15541,4261,11498,15759,21602,118044,50316,46126,55628,13502,28372,133362,37417,9594,11401,1525,282,20753,2299
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,782897,456968,325929,387381,0,502003,369462,132541,940255,9524,2186,338962,370,2256,215527,6287,22706,245476,93316,338792,141766,201349,153263,134559,83373,61620,16698,792628,412353,1204981,750228,334344,208185,150315,219428,12951,4202,13126,17328,23790,135060,57070,54200,70339,17490,10272,157925,45978,13988,16392,1996,408,19922,2681
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,192764,189192,287620,155599,132021,98989,10693,205871,111543,94328,371973,6984,236,2387,113,10,79146,1574,6281,152458,11987,164445,35817,59489,53515,64730,45695,25474,3241,287961,65864,353825,193671,107367,80497,61392,75560,4092,3819,6685,10504,9924,46905,21119,15862,18706,4338,9259,50624,15387,3523,4063,459,81,10379,3666
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,1351574,1312055,1596560,932474,664086,552992,498469,1203197,715467,487730,2540763,57973,20745,6373,2979,2357,519704,8566,30892,549632,188174,737806,382091,407692,337793,189296,152838,134637,19654,1624001,943112,2567113,1625484,655032,380114,193337,561313,37623,36885,84460,121345,88162,321189,118976,114051,148587,24774,162050,464063,57480,10850,13773,2306,617,80579,2981
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,323842,186064,137778,111690,135500,294035,158791,135244,479782,32455,1559,2745,1740,57,96082,1615,5117,186395,13836,200231,56272,96789,67653,64515,40440,15506,3252,344427,154575,499002,306555,130606,81566,62233,94367,6546,5229,6765,11994,10046,52526,20811,21669,31977,5475,10664,66941,17582,2765,3143,323,55,14306,950
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,358091,180555,177536,109256,3044,241931,118724,123207,449412,3711,243,591,95,293,104120,2521,7525,196116,15232,211348,37327,71107,72114,91184,64363,35620,5263,376978,72551,449529,224044,123941,106641,86324,99538,4452,6218,11549,17767,16803,64353,27573,19977,19251,3697,5748,65041,15955,3047,3478,383,48,20594,878
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,653299,408125,245174,241198,474,443655,308527,135128,1010014,91269,814,196,74,41,55929,1196,11037,256081,55300,311381,159593,238344,211029,103334,59914,59612,4094,835920,364848,1200768,660774,260368,181109,48564,202503,4809,7811,17299,25110,17595,88512,31830,39087,73892,22044,41867,139501,37669,9673,12348,2119,556,20040,1291
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,1152640,606443,546197,319385,84564,675170,403756,271414,1461140,19797,3023,8929,14511,194,330081,8053,22753,588321,39007,627328,127699,243617,223099,284124,192936,91236,13577,1176288,271892,1448180,766581,419172,319420,272579,314828,16832,15746,29154,44900,49211,213017,92030,71776,68294,10196,30114,220761,52298,8867,10052,1056,129,53296,2878
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,60699,36697,24002,14750,48746,56273,33863,22410,64732,448,485,249,18086,29,17865,354,2563,44514,0,44514,9400,13749,11437,11140,7871,5118,713,59428,16944,76372,42360,26599,15075,12925,13926,4511,2813,2912,5725,2817,9423,3672,2934,3758,629,1700,10752,2106,207,235,19,9,6442,181
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,307672,174550,133122,122659,16822,269084,148829,120255,415669,2974,1568,1396,15377,94,91322,2623,7010,167995,20709,188704,48384,77363,61854,58122,39081,23168,2377,310349,103136,413485,244727,120510,72282,66910,80610,12616,6409,8723,15132,11656,53737,23630,18451,22985,3691,10792,62549,14979,2492,2794,272,30,15223,854
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,723747,393669,330078,293739,12787,572671,297464,275207,981412,9460,876,4081,2628,43,214491,5333,16401,431129,31696,462825,100052,159043,132147,180188,128549,54139,9350,763468,218570,982038,524285,279321,194661,157314,205510,11024,11117,20457,31574,29022,130468,59385,42061,48770,9182,12631,141425,40350,7803,8883,934,146,29336,1842
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,612642,342846,269796,215777,8755,430926,258628,172298,791449,11810,2025,4047,3262,185,172754,9177,24127,279269,95896,375165,69967,113536,113305,141490,95341,80414,9748,623801,137576,761377,425721,241956,145577,131450,126522,44241,14631,18780,33411,25892,102290,44780,31618,37051,8018,20172,114928,25903,4965,5765,688,112,34174,1668
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,362645,205617,157028,160745,11262,280083,169399,110684,476830,33215,577,15501,2645,236,91509,2220,8593,171102,21054,192156,57853,100123,78103,67080,38282,23352,4048,368841,140486,509327,310244,136839,82471,58902,83947,10156,4217,6645,10862,9085,47460,19481,18894,29490,9278,17116,61976,18571,3769,4665,709,187,11878,930
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,428578,244372,184206,164536,25645,298737,190001,108736,548579,14678,1452,13926,574,591,119866,5250,14478,192787,51509,244296,50331,89407,83992,95232,59363,36803,8280,423408,104084,527492,321533,167168,90808,94692,86649,31305,8513,11613,20126,15608,68774,30610,22556,27001,7452,12813,74573,19282,5062,6076,857,157,23422,1253
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,399715,213281,186434,115491,8601,215346,141612,73734,480138,14275,390,26009,56,70,105929,2412,8238,185091,20126,205217,51838,87913,81256,105204,60626,32120,5511,424468,87735,512203,273223,142351,105358,88894,101443,5195,4431,8047,12478,13184,65541,27689,24668,26829,4851,8090,71424,18538,3527,4086,498,61,15651,987
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,219083,138620,80463,53408,39216,151912,101144,50768,187621,220614,472,422,21,22,61831,596,3077,122267,11350,133617,43794,47350,62719,48359,31416,12647,1846,248131,163565,411696,263576,93189,52744,19244,76189,1997,1782,6482,8264,9190,40819,14876,16753,25349,4188,18262,60875,8043,1127,1324,169,28,8378,1103
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,1137135,641916,495219,377991,69193,508622,417456,91166,1289240,107489,12104,114272,470,1987,294739,19905,46657,254566,248043,502609,135391,185962,253542,261852,159257,146501,30616,1173121,268279,1441400,816827,435895,275585,240478,274859,18255,6386,20036,26422,39453,193158,81952,71753,68820,13616,22499,215803,40735,8759,10378,1376,243,35100,3525
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,86236,56301,29935,18,122336,51873,39839,12034,10341,108239,604,1171,20126,28,15824,235,1005,40370,7774,48144,12732,19083,20874,16938,9826,3077,408,82938,39854,122792,87532,35561,17488,8008,16646,1419,689,834,1523,983,4991,1652,2356,6832,4866,7031,10366,3835,1252,1643,308,83,2368,214
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,389204,228499,160705,141224,53307,200431,161548,38883,540063,64234,1828,9551,24,16,109422,1443,6112,181374,33473,214847,69396,82715,106411,91522,47694,24330,4504,426572,181297,607869,357864,160123,97684,66944,114949,2179,2476,7394,9870,12854,67133,26670,27609,33057,7776,29223,87230,15954,3596,4489,752,141,10163,936
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,293958,178326,115632,402,22607,188420,138428,49992,13840,535159,1109,9440,35,6,73629,1537,5293,147520,21703,169223,36201,54808,73991,67368,40931,31286,5897,310482,190369,500851,342601,137032,80111,45967,80452,459,705,2291,2996,5461,32942,11863,15618,31436,13867,11028,55081,15020,3099,3612,439,74,7528,1068
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,261724,163333,98391,556,176101,161393,117677,43716,32604,431279,958,11188,83,10,62900,346,3342,132139,15269,147408,55762,72024,69219,46062,29517,13962,1884,288430,164044,452474,304979,109818,61334,16022,87711,762,1531,7435,8966,10664,44517,15825,18028,31443,3952,38654,70995,9180,1148,1250,87,15,7453,629
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,748584,431746,316838,1068,8935,407188,333151,74037,42540,1177342,2746,12187,285,74,165403,16413,33831,4518,257721,262239,88911,173309,178723,176409,132727,121856,32114,904049,310225,1214274,693238,351561,190330,152945,160923,5135,2326,6626,8952,15425,94928,37998,41505,49622,13946,2815,117581,23234,6314,7640,1075,251,18993,3099
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,322354,197543,124811,138569,56309,243672,163845,79827,489044,59771,1962,3418,106,57,73999,1214,5744,148664,34696,183360,58567,80129,86008,55024,29657,17345,4030,330760,194838,525598,339145,140785,74757,37323,90329,2544,1758,4971,6729,8878,47101,17980,20243,31098,8634,35086,62914,15369,3544,4377,686,147,10902,1278
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,1273520,759088,514432,299227,255626,685368,507677,177691,1636460,241451,13730,4174,1890,2045,274726,9754,37997,250312,258452,508764,242467,338861,342646,232434,154076,116396,21157,1448037,595924,2043961,1261238,510375,282115,179570,292464,67373,10350,28956,39306,41924,203702,78314,83464,119534,28896,110155,269417,62803,15150,19449,3444,855,39769,3604
